ID;date;route_id;route_name;route_type;trip_id;departure_time;arrival_time;duration_minutes;num_passengers;num_complaints
3466;20210903;5-2221-1;22;3;2235.T0.5-2221-1.4.H;19:04:00;19:11:00;7;14;2
3467;20210903;5-2221-1;22;3;2240.T0.5-2221-1.7.R;19:39:00;19:52:00;13;11;0
3468;20210903;5-2221-1;22;3;1.T0.5-2221-1.5.R;20:08:00;20:20:00;12;8;0
3469;20210911;5-2221-1;22;3;2258.T2.5-2221-1.7.R;12:07:00;12:48:00;41;7;0
3470;20210911;4-44-s21-1;44;3;19.T2.4-44-s21-1.12.H;12:56:00;13:22:30;26;16;1
3471;20210911;4-44-s21-1;44;3;66.T2.4-44-s21-1.9.R;13:29:30;13:33:00;4;5;0
3472;20210911;4-43-s21-1;43;3;69.T2.4-43-s21-1.13.H;13:44:00;14:14:00;30;12;0
3473;20210911;4-43-s21-1;43;3;89.T2.4-43-s21-1.15.R;14:28:00;15:25:00;57;29;0
3474;20210911;4-44-s21-1;44;3;22.T2.4-44-s21-1.6.H;15:52:00;16:04:00;12;27;0
3475;20210911;4-43-s21-1;43;3;90.T2.4-43-s21-1.26.R;16:13:00;16:21:00;8;17;0
3476;20210911;4-15-s21-1;15;3;174.T2.4-15-s21-1.2.H;16:29:00;16:31:00;2;0;0
3477;20210913;4-43-s21-1;43;3;17.T0.4-43-s21-1.14.H;18:20:00;18:35:00;15;32;0
3478;20210913;4-43-s21-1;43;3;5364.T0.4-43-s21-1.1.R;18:45:00;18:53:00;8;9;1
3479;20210913;4-44-s21-1;44;3;90.T0.4-44-s21-1.9.R;19:06:00;19:08:00;2;6;0
3480;20210913;4-44-s21-1;44;3;37.T0.4-44-s21-1.8.H;19:11:00;19:14:00;3;7;0
3481;20210913;4-18-s21-1;18;3;13.T0.4-18-s21-1.6.H;19:18:00;19:22:00;4;14;0
3482;20210913;4-15-s21-1;15;3;112.T0.4-15-s21-1.11.R;19:30:00;19:35:00;5;11;2
3483;20210913;4-17-s21-1;17;3;119.T0.4-17-s21-1.4.H;20:01:00;20:05:00;4;8;1
3484;20210913;4-15-s21-1;15;3;140.T0.4-15-s21-1.11.R;20:30:00;20:40:00;10;3;0
3485;20210915;4-15-s21-1;15;3;3.T0.4-15-s21-1.1.R;05:20:00;05:21:00;1;9;0
3486;20210915;4-15-s21-1;15;3;45.T0.4-15-s21-1.12.H;05:25:00;06:01:00;36;17;0
3487;20210915;4-17-s21-1;17;3;317.T0.4-17-s21-1.7.R;06:13:00;06:32:00;19;10;1
3488;20210915;4-15-s21-1;15;3;41.T0.4-15-s21-1.8.H;06:39:00;06:52:00;13;19;1
3489;20210915;4-15-s21-1;15;3;34.T0.4-15-s21-1.5.R;06:53:00;07:10:00;17;50;2
3490;20210915;4-17-s21-1;17;3;150.T0.4-17-s21-1.3.R;07:13:00;07:18:00;5;18;1
3491;20210915;4-44-s21-1;44;3;1.T0.4-44-s21-1.9.R;09:19:30;09:30:00;11;9;0
3492;20210915;4-43-s21-1;43;3;5309.T0.4-43-s21-1.4.H;09:35:00;09:37:00;2;8;0
3493;20210915;4-43-s21-1;43;3;5326.T0.4-43-s21-1.1.R;09:42:00;10:00:00;18;14;0
3494;20210916;4-18-s21-1;18;3;9.T0.4-18-s21-1.6.H;15:20:00;15:25:00;5;38;0
3495;20210916;4-18-s21-1;18;3;22.T0.4-18-s21-1.5.R;15:35:00;15:38:00;3;17;1
3496;20210916;4-17-s21-1;17;3;98.T0.4-17-s21-1.17.R;16:00:00;16:05:00;5;36;2
3497;20210916;4-18-s21-1;18;3;10.T0.4-18-s21-1.6.H;16:16:00;16:20:00;4;32;0
3498;20210916;4-18-s21-1;18;3;23.T0.4-18-s21-1.5.R;16:43:00;16:46:00;3;18;0
3499;20210916;4-17-s21-1;17;3;1.T0.4-17-s21-1.4.H;17:03:00;17:07:00;4;22;0
3500;20210916;4-15-s21-1;15;3;104.T0.4-15-s21-1.15.R;17:30:00;17:40:00;10;24;1
3506;20210920;5-2221-1;22;3;2223.T0.5-2221-1.4.H;13:00:00;13:47:00;47;33;1
3507;20210920;5-22-s21-1;22;3;16.T0.5-22-s21-1.23.R;13:50:00;13:57:00;7;2;0
3508;20210920;5-2221-1;22;3;2224.T0.5-2221-1.7.R;14:06:00;14:30:00;24;29;3
3509;20210920;4-21-s21-1;21;3;7.T0.4-21-s21-1.5.R;14:30:00;14:37:00;7;10;0
3510;20210920;4-18-s21-1;18;3;21.T0.4-18-s21-1.5.R;14:43:00;14:53:00;10;34;2
3511;20210920;5-2221-1;22;3;2227.T0.5-2221-1.4.H;15:04:00;15:43:00;39;28;0
3512;20210920;5-2221-1;22;3;2228.T0.5-2221-1.7.R;16:07:00;16:48:00;41;39;0
3513;20210920;4-17-s21-1;17;3;1.T0.4-17-s21-1.4.H;16:59:00;17:07:00;8;32;2
3514;20210920;5-2221-1;22;3;2232.T0.5-2221-1.7.R;17:17:00;17:20:00;3;1;1
3515;20210922;4-44-s21-1;44;3;38.T0.4-44-s21-1.6.H;06:09:00;06:14:00;5;18;1
3516;20210922;4-43-s21-1;43;3;96.T0.4-43-s21-1.1.R;06:21:00;06:30:00;9;7;0
3517;20210922;4-21-s21-1;21;3;11.T0.4-21-s21-1.2.H;06:31:00;07:03:00;32;32;3
3518;20210922;4-21-s21-1;21;3;12.T0.4-21-s21-1.3.R;07:04:00;07:21:00;17;8;0
3519;20210922;4-21-s21-1;21;3;16.T0.4-21-s21-1.4.H;07:27:00;07:43:00;16;0;0
3520;20210922;4-21-s21-1;21;3;14.T0.4-21-s21-1.3.R;07:54:00;08:11:00;17;7;0
3521;20210922;4-15-s21-1;15;3;18.T0.4-15-s21-1.15.R;08:23:00;08:33:00;10;24;1
3522;20210922;4-18-s21-1;18;3;5.T0.4-18-s21-1.5.R;08:46:00;08:53:00;7;14;1
3523;20210927;4-17-s21-1;17;3;55.T0.4-17-s21-1.4.H;13:00:00;13:08:00;8;33;0
3524;20210927;4-20-s21-1;20;3;2023.T0.4-20-s21-1.2.H;13:17:00;13:19:00;2;5;0
3525;20210927;4-18-s21-1;18;3;7.T0.4-18-s21-1.6.H;13:20:00;13:57:00;37;36;1
3526;20210927;4-18-s21-1;18;3;21.T0.4-18-s21-1.5.R;14:06:00;14:46:00;40;22;0
3527;20210927;4-44-s21-1;44;3;4.T0.4-44-s21-1.8.H;15:14:00;15:30:00;16;23;2
3528;20210927;4-44-s21-1;44;3;54.T0.4-44-s21-1.4.H;16:48:00;16:51:00;3;23;1
3529;20210929;4-15-s21-1;15;3;41.T0.4-15-s21-1.8.H;06:27:00;06:29:00;2;10;1
3530;20210929;4-21-s21-1;21;3;11.T0.4-21-s21-1.2.H;06:38:00;06:44:00;6;37;0
3531;20210929;4-17-s21-1;17;3;2.T0.4-17-s21-1.17.R;06:55:00;07:07:00;12;22;2
3532;20210929;4-15-s21-1;15;3;37.T0.4-15-s21-1.8.H;07:29:00;07:33:00;4;16;2
3533;20210929;4-20-s21-1;20;3;2011.T0.4-20-s21-1.16.H;07:39:00;07:41:00;2;5;2
3534;20210929;4-15-s21-1;15;3;152.T0.4-15-s21-1.3.R;07:50:00;07:53:00;3;5;0
3535;20210929;4-17-s21-1;17;3;16.T0.4-17-s21-1.11.R;08:03:00;08:08:00;5;3;2
3536;20210930;4-15-s21-1;15;3;69.T0.4-15-s21-1.2.H;16:25:00;16:35:00;10;48;1
3537;20210930;4-43-s21-1;43;3;16.T0.4-43-s21-1.14.H;17:24:00;17:35:00;11;26;2
3538;20210930;4-43-s21-1;43;3;5360.T0.4-43-s21-1.11.R;17:45:00;17:56:00;11;34;1
3539;20210930;4-43-s21-1;43;3;62.T0.4-43-s21-1.18.H;17:54:00;17:59:00;5;13;0
3540;20210930;4-44-s21-1;44;3;6.T0.4-44-s21-1.2.H;18:14:00;18:19:00;5;23;1
3541;20210930;4-44-s21-1;44;3;12.T0.4-44-s21-1.7.R;18:31:00;18:41:00;10;9;0
3542;20210930;4-17-s21-1;17;3;79.T0.4-17-s21-1.4.H;18:59:00;19:07:00;8;17;1
3543;20210930;4-15-s21-1;15;3;112.T0.4-15-s21-1.11.R;19:30:00;19:33:00;3;10;1
3544;20210930;4-18-s21-1;18;3;26.T0.4-18-s21-1.5.R;19:46:00;19:51:00;5;3;0
3545;20210930;4-44-s21-1;44;3;51.T0.4-44-s21-1.10.H;19:56:00;20:01:00;5;3;0
3546;20210930;4-43-s21-1;43;3;5366.T0.4-43-s21-1.17.R;20:06:00;20:13:00;7;10;0
3547;20211005;5-2221-1;22;3;2223.T0.5-2221-1.4.H;13:00:00;13:24:00;24;22;1
3548;20211005;5-2221-1;22;3;2220.T0.5-2221-1.7.R;13:30:00;13:51:00;21;0;0
3549;20211005;4-17-s21-1;17;3;59.T0.4-17-s21-1.4.H;13:59:00;14:16:00;17;27;0
3550;20211005;4-15-s21-1;15;3;92.T0.4-15-s21-1.11.R;14:21:00;14:38:00;17;34;3
3551;20211005;4-21-s21-1;21;3;7.T0.4-21-s21-1.5.R;14:45:00;14:47:00;2;1;0
3552;20211005;5-2221-1;22;3;2227.T0.5-2221-1.4.H;15:00:00;15:14:00;14;26;2
3553;20211006;4-15-s21-1;15;3;88.T0.4-15-s21-1.15.R;12:47:00;13:01:00;14;2;1
3554;20211006;4-15-s21-1;15;3;53.T0.4-15-s21-1.2.H;13:06:00;13:17:00;11;7;0
3555;20211006;4-17-s21-1;17;3;90.T0.4-17-s21-1.11.R;13:24:00;13:34:00;10;6;0
3556;20211006;4-17-s21-1;17;3;55.T0.4-17-s21-1.4.H;13:38:00;13:49:00;11;8;0
3557;20211006;4-15-s21-1;15;3;92.T0.4-15-s21-1.11.R;13:50:00;14:01:00;11;10;1
3558;20211006;4-18-s21-1;18;3;21.T0.4-18-s21-1.5.R;14:08:00;14:28:00;20;10;0
3559;20211006;4-18-s21-1;18;3;8.T0.4-18-s21-1.6.H;14:36:00;14:56:00;20;8;0
3560;20211006;4-15-s21-1;15;3;96.T0.4-15-s21-1.11.R;15:02:00;15:40:00;38;27;2
3561;20211008;4-43-s21-1;43;3;23.T0.4-43-s21-1.12.H;05:15:00;05:52:00;37;15;1
3562;20211008;4-43-s21-1;43;3;96.T0.4-43-s21-1.1.R;06:00:00;06:23:00;23;18;2
3563;20211008;4-43-s21-1;43;3;59.T0.4-43-s21-1.10.H;06:26:00;06:29:00;3;17;1
3564;20211008;4-44-s21-1;44;3;92.T0.4-44-s21-1.9.R;06:36:00;06:41:00;5;16;0
3565;20211008;4-17-s21-1;17;3;43.T0.4-17-s21-1.8.H;06:59:00;07:01:00;2;15;0
3566;20211008;4-18-s21-1;18;3;35.T0.4-18-s21-1.2.H;07:06:00;07:17:00;11;30;1
3567;20211008;4-15-s21-1;15;3;14.T0.4-15-s21-1.11.R;07:23:00;07:33:00;10;34;1
3568;20211008;4-20-s21-1;20;3;2011.T0.4-20-s21-1.16.H;07:39:00;07:41:00;2;9;1
3569;20211008;4-17-s21-1;17;3;3.T0.4-17-s21-1.13.R;07:43:00;07:48:00;5;23;2
3570;20211008;4-17-s21-1;17;3;39.T0.4-17-s21-1.4.H;08:01:00;08:14:00;13;17;1
3571;20211008;4-15-s21-1;15;3;18.T0.4-15-s21-1.15.R;08:23:00;08:33:00;10;21;1
3572;20211008;4-18-s21-1;18;3;5.T0.4-18-s21-1.5.R;08:46:00;08:53:00;7;11;0
3573;20211008;4-701-s21-1;1;3;58.T0.4-701-s21-1.6.H;12:15:00;12:34:00;19;22;3
3574;20211008;4-701-s21-1;1;3;18.T0.4-701-s21-1.1.R;12:34:00;12:50:00;16;3;0
3575;20211008;4-701-s21-1;1;3;5.T0.4-701-s21-1.6.H;12:54:00;13:22:00;28;5;3
3576;20211008;4-701-s21-1;1;3;10.T0.4-701-s21-1.1.R;13:37:00;13:58:00;21;3;0
3577;20211008;4-701-s21-1;1;3;61.T0.4-701-s21-1.8.H;14:47:00;14:50:00;3;3;0
3578;20211008;4-5-s21-1;5;3;50.T0.4-5-s21-1.6.H;14:58:00;15:22:00;24;11;0
3579;20211008;4-5-s21-1;5;3;16.T0.4-5-s21-1.3.R;15:23:00;15:48:00;25;3;0
3580;20211011;4-17-s21-1;17;3;13.T0.4-17-s21-1.4.H;10:55:00;10:59:00;4;4;0
3581;20211011;5-2221-1;22;3;2219.T0.5-2221-1.4.H;11:04:00;11:47:00;43;10;0
3582;20211011;5-2221-1;22;3;2216.T0.5-2221-1.7.R;12:06:00;12:48:00;42;13;0
3583;20211011;4-17-s21-1;17;3;55.T0.4-17-s21-1.4.H;13:12:00;13:28:00;16;38;3
3584;20211011;4-17-s21-1;17;3;90.T0.4-17-s21-1.11.R;13:44:00;13:46:00;2;8;0
3585;20211011;4-15-s21-1;15;3;57.T0.4-15-s21-1.2.H;13:51:00;13:59:00;8;17;1
3586;20211011;4-15-s21-1;15;3;92.T0.4-15-s21-1.11.R;14:13:00;14:30:00;17;22;1
3587;20211011;4-21-s21-1;21;3;7.T0.4-21-s21-1.5.R;14:37:00;14:42:00;5;12;1
3588;20211011;4-18-s21-1;18;3;21.T0.4-18-s21-1.5.R;14:48:00;14:51:00;3;8;1
3589;20211011;5-2221-1;22;3;2227.T0.5-2221-1.4.H;15:04:00;15:12:00;8;24;0
3590;20211013;4-17-s21-1;17;3;79.T0.4-17-s21-1.4.H;18:55:00;19:07:00;12;16;1
3591;20211013;4-43-s21-1;43;3;5357.T0.4-43-s21-1.13.H;19:26:00;19:44:00;18;23;2
3592;20211013;4-43-s21-1;43;3;5366.T0.4-43-s21-1.17.R;19:53:00;20:11:00;18;15;0
3593;20211013;4-15-s21-1;15;3;140.T0.4-15-s21-1.11.R;20:33:00;20:42:00;9;6;1
3594;20211018;4-3-s21-1;3;3;15.T0.4-3-s21-1.10.H;06:05:00;06:11:00;6;2;0
3595;20211018;4-5-s21-1;5;3;11.T0.4-5-s21-1.4.H;06:23:00;06:45:00;22;9;1
3596;20211018;4-5-s21-1;5;3;15.T0.4-5-s21-1.1.R;06:49:00;07:11:00;22;28;1
3597;20211018;4-5-s21-1;5;3;5.T0.4-5-s21-1.6.H;07:18:00;07:40:00;22;18;2
3598;20211018;4-5-s21-1;5;3;12.T0.4-5-s21-1.7.R;07:40:00;08:02:00;22;25;0
3599;20211018;4-3-s21-1;3;3;1.T0.4-3-s21-1.10.H;08:17:00;08:25:00;8;6;0
3600;20211018;4-3-s21-1;3;3;37.T0.4-3-s21-1.7.R;08:34:00;08:48:00;14;13;1
3601;20211019;4-44-s21-1;44;3;27.T0.4-44-s21-1.2.H;09:30:00;09:35:00;5;2;0
3602;20211019;4-43-s21-1;43;3;5326.T0.4-43-s21-1.1.R;09:38:00;09:46:00;8;9;1
3603;20211019;4-44-s21-1;44;3;41.T0.4-44-s21-1.8.H;09:49:00;09:52:00;3;5;0
3604;20211019;4-44-s21-1;44;3;72.T0.4-44-s21-1.9.R;09:57:00;10:11:00;14;10;1
3605;20211019;4-18-s21-1;18;3;3.T0.4-18-s21-1.6.H;10:14:00;10:22:00;8;13;0
3606;20211019;4-15-s21-1;15;3;29.T0.4-15-s21-1.11.R;10:30:00;10:38:00;8;15;1
3607;20211019;4-18-s21-1;18;3;6.T0.4-18-s21-1.6.H;12:14:00;12:22:00;8;12;2
3608;20211020;4-43-s21-1;43;3;59.T0.4-43-s21-1.10.H;06:20:00;06:49:00;29;14;3
3609;20211020;4-43-s21-1;43;3;1.T0.4-43-s21-1.1.R;07:03:00;07:12:00;9;35;0
3610;20211020;4-43-s21-1;43;3;5324.T0.4-43-s21-1.1.R;08:39:00;09:00:00;21;19;1
3611;20211022;4-18-s21-1;18;3;2.T0.4-18-s21-1.6.H;09:10:00;09:22:00;12;1;1
3612;20211022;4-15-s21-1;15;3;23.T0.4-15-s21-1.11.R;09:30:00;09:38:00;8;19;1
3613;20211022;4-44-s21-1;44;3;71.T0.4-44-s21-1.9.R;09:41:00;09:45:00;4;3;0
3614;20211022;4-44-s21-1;44;3;28.T0.4-44-s21-1.8.H;10:05:00;10:14:00;9;11;0
3615;20211022;4-18-s21-1;18;3;3.T0.4-18-s21-1.6.H;10:18:00;10:27:00;9;9;1
3616;20211022;4-18-s21-1;18;3;17.T0.4-18-s21-1.5.R;10:38:00;10:43:00;5;7;0
3617;20211022;4-20-s21-1;20;3;2024.T0.4-20-s21-1.19.R;10:53:00;10:57:00;4;14;0
3618;20211022;4-17-s21-1;17;3;13.T0.4-17-s21-1.4.H;11:03:00;11:05:00;2;8;2
3619;20211022;4-18-s21-1;18;3;4.T0.4-18-s21-1.6.H;11:22:00;11:27:00;5;22;0
3620;20211022;4-18-s21-1;18;3;18.T0.4-18-s21-1.5.R;11:38:00;11:51:00;13;13;0
3621;20211022;4-17-s21-1;17;3;51.T0.4-17-s21-1.8.H;11:59:00;12:14:00;15;15;1
3622;20211022;4-15-s21-1;15;3;84.T0.4-15-s21-1.7.R;12:25:00;12:32:00;7;34;0
3623;20211022;4-18-s21-1;18;3;19.T0.4-18-s21-1.5.R;12:43:00;12:55:00;12;6;0
